::1 - - [14/Mar/2025:11:15:16 +0000] "OPTIONS /auth/login HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:15:17 +0000] "POST /auth/login HTTP/1.1" 200 529 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:15:17 +0000] "OPTIONS /auth/get-detail-user/2 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:15:17 +0000] "GET /auth/get-detail-user/2 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:15:17 +0000] "GET /auth/get-detail-user/2 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:15:17 +0000] "GET /auth/get-detail-user/2 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:17:39 +0000] "GET /auth/get-all HTTP/1.1" 200 1613 "-" "PostmanRuntime/7.43.2"

::1 - - [14/Mar/2025:11:17:49 +0000] "GET /auth/get-all HTTP/1.1" 200 1613 "-" "PostmanRuntime/7.43.2"

::1 - - [14/Mar/2025:11:18:45 +0000] "OPTIONS /auth/login HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:18:45 +0000] "POST /auth/login HTTP/1.1" 200 533 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:18:45 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:18:45 +0000] "GET /auth/get-detail-user/3 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:18:45 +0000] "GET /auth/get-detail-user/3 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:18:45 +0000] "GET /auth/get-detail-user/3 HTTP/1.1" 304 - "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:26:12 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:26:12 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:48:27 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:11:48:27 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:18:09:14 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [14/Mar/2025:18:09:14 +0000] "OPTIONS /auth/get-detail-user/3 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
::1 - - [18/Mar/2025:11:15:12 +0000] "POST /auth/login HTTP/1.1" 200 529 "-" "PostmanRuntime/7.43.2"
::1 - - [18/Mar/2025:11:15:44 +0000] "GET /auth/get-all HTTP/1.1" 200 1613 "-" "PostmanRuntime/7.43.2"
